-BEGIN HEADER-,,,,,,,,,,,Denver
2020,8,9,7.29,8.36,8.15,1.76,0.7,2.66,0.52,18.62,134.07
2020,8,10,6.45,6.16,8.03,2.5,0.62,2.3,0.45,16.52,118.41
2020,8,11,5.99,5.01,8.01,2.85,0.58,2.16,0.43,15.81,111.73
2020,8,12,6.45,6.46,8.01,2.56,0.62,2.37,0.46,16.85,120.19
2020,8,13,7.46,8.8,8.01,1.6,0.73,2.63,0.52,18.78,135.62
2020,8,14,7.37,8.57,7.83,1.58,0.72,2.61,0.51,18.42,134.47
2020,8,15,7.33,8.21,7.61,1.78,0.72,2.39,0.47,17.92,132.89
2020,8,16,6.65,6.16,7.31,2.49,0.66,2.05,0.41,15.86,119.2
2020,8,17,6.61,5.78,7.46,2.85,0.66,2.23,0.44,16.46,121.07
2020,8,18,5.83,5.21,7.55,2.54,0.59,2.06,0.41,14.88,107.43
2020,8,19,5.69,5.67,7.41,2.05,0.57,2.08,0.41,14.78,106.5
2020,8,20,5.17,4.7,7.05,2.26,0.52,1.73,0.34,13.02,96.02
2020,8,21,5.9,4.62,6.45,2.71,0.6,1.71,0.34,13.24,103.83
2020,8,22,5.81,4.21,6.31,2.9,0.59,1.52,0.3,12.49,100.12
2020,8,23,4.12,2.06,6.03,2.73,0.42,1.21,0.23,9.33,73.4
2020,8,24,4.24,2.09,5.73,2.81,0.44,1.23,0.24,9.45,75.3
2020,8,25,4.09,2.58,6.33,2.35,0.42,1.34,0.27,10.16,76.34
2020,8,26,4.31,3.51,6.71,2.11,0.45,1.54,0.3,11.18,81.38
2020,8,27,5.56,5.48,7.02,1.99,0.59,2.05,0.4,14.29,103.86
2020,8,28,3.01,1.4,6.92,2.1,0.32,1.22,0.23,8.42,58.98
2020,8,29,3.25,2.23,6.8,2.11,0.34,1.12,0.22,8.76,62.87
2020,8,30,5.45,5.95,7.07,1.74,0.58,1.88,0.37,13.91,100.8
2020,8,31,5.28,5.43,7.01,2.16,0.57,1.77,0.35,13.73,98.91
2020,9,1,6.8,8.75,7.02,1.4,0.73,1.91,0.38,16.57,123.15
2020,9,2,7.22,10.92,7.25,0.72,0.78,2.08,0.41,17.77,131.2
2020,9,3,7.18,10.86,7.23,0.69,0.79,2.1,0.42,17.73,130.75
2020,9,4,7.02,9.99,7.26,1.01,0.77,2.07,0.41,16.98,125.25
2020,9,5,6.48,8.75,6.96,1.41,0.72,2.02,0.4,16.16,119.02
2020,9,6,6.5,8.21,6.73,1.48,0.73,1.91,0.38,15.45,116.06
2020,9,7,5.72,5.48,6.19,2.17,0.64,1.62,0.32,12.91,99.97
2020,9,8,1.55,0.57,5.92,1.18,0.17,0.59,0.12,4.37,30.93
2020,9,9,2.86,1.42,6.52,1.96,0.33,0.99,0.2,7.97,54.23
2020,9,10,3.9,2.14,6.38,2.47,0.45,1.26,0.25,10.27,72.45
2020,9,11,4.82,4.36,6.56,2.33,0.55,1.48,0.29,12.2,87.87
2020,9,12,6.61,9.77,6.77,0.95,0.77,1.94,0.38,16.17,119.61
2020,9,13,6.57,9.99,6.69,0.82,0.77,1.95,0.38,16.09,119.48
2020,9,14,6.01,7.65,6.63,1.45,0.71,1.84,0.36,14.94,108.95
2020,9,15,6.11,7.08,6.3,1.6,0.73,1.73,0.34,14.52,108.88
2020,9,16,5.11,4.07,5.42,2.53,0.61,1.27,0.25,10.97,87.97
2020,9,17,4.93,3.92,5.2,2.36,0.59,1.2,0.23,10.13,83.29
2020,9,18,4.02,2.35,5.07,2.54,0.49,1.16,0.22,8.85,70.41
2020,9,19,4.11,3.02,5.67,2.26,0.51,1.28,0.25,10.14,74.72
2020,9,20,4.07,2.83,6.01,2.54,0.51,1.29,0.25,10.57,75.34
2020,9,21,4.7,5.18,5.92,1.84,0.59,1.38,0.27,11.55,85.16
2020,9,22,4.19,3.64,5.68,2.16,0.52,1.29,0.25,10.53,77.48
2020,9,23,5.26,6.07,5.7,1.76,0.66,1.48,0.29,12.52,94.38
2020,9,24,5.43,7.02,5.89,1.9,0.7,1.57,0.3,13.12,98.35
2020,9,25,5.25,5.13,5.89,2.48,0.68,1.59,0.3,13.01,95.92
2020,9,26,4.84,3.19,5.88,3.03,0.63,1.46,0.28,11.95,87.02
2020,9,27,3.99,4.09,5.76,1.84,0.52,1.16,0.23,9.97,71.7
2020,9,28,5.92,9.63,6.09,0.87,0.78,-999,0.28,13.8,103.74
2020,9,29,5.95,10.61,5.92,0.5,0.8,1.45,0.3,14.1,106.63
2020,9,30,5.6,9.34,5.79,0.84,0.76,-999,0.28,13.27,99.79
2020,10,1,5.74,9.38,5.74,0.72,0.78,1.37,0.27,13.49,101.98
2020,10,2,4.32,3.71,5.28,2.4,0.59,1.15,0.23,10.27,76.98
2020,10,3,5.37,8.06,5.35,1.02,0.74,1.24,0.25,12.41,95.03
2020,10,4,5.56,9.65,5.51,0.66,0.77,1.31,0.27,12.96,98.6
2020,10,5,4.92,7.02,5.08,1.36,0.7,1.12,0.23,10.84,85.05
2020,10,6,5.18,8.37,5.23,0.92,0.74,-999,0.23,11.59,90.2
2020,10,7,5.09,8.16,5.05,0.89,0.73,1.23,0.25,11.2,87.95
2020,10,8,5.02,7.86,5.01,0.95,0.73,1.21,0.24,11.37,88.39
2020,10,9,4.4,4.71,5.01,1.75,0.65,1.23,0.24,10.59,79.09
2020,10,10,4.84,7.22,5.09,1.12,0.72,1.34,0.27,11.52,87.02
2020,10,11,3.47,4.5,5.05,1.47,0.52,1.02,0.2,8.55,63.07
2020,10,12,5.2,9.85,5.28,0.68,0.78,1.27,0.26,12.25,92.3
2020,10,13,5.13,9.69,5.17,0.71,0.78,1.29,0.26,12.17,91.83
2020,10,14,5.02,8.8,5.09,0.72,0.77,1.25,0.25,11.97,90.17
2020,10,15,4.75,6.09,5.03,1.78,0.74,1.24,0.24,11.16,83.91
2020,10,16,4.65,6.3,5.01,1.72,0.73,1.24,0.24,11.3,83.72
2020,10,17,4.02,3.94,4.95,2.31,0.64,1.05,0.21,10.08,72.84
2020,10,18,4.32,6.27,4.81,1.24,0.7,0.98,0.2,10.52,78.34
2020,10,19,3.49,2.46,4.86,2.33,0.56,0.87,0.17,8.87,62.85
2020,10,20,3.78,3.35,4.75,2.25,0.62,0.89,0.18,9.45,68.34
2020,10,21,4.47,6.33,4.72,1.48,0.74,0.97,0.2,10.56,79.35
2020,10,22,3.86,5.79,4.5,1.07,0.65,0.86,0.17,9.23,69.45
2020,10,23,3.23,2.42,4.5,2.12,0.55,0.75,0.15,7.92,57.38
2020,10,24,3.78,4.65,4.44,1.65,0.65,0.88,0.18,9,67.16
2020,10,25,1.14,0.68,4.41,0.84,0.2,0.35,0.07,3.39,22.34
2020,10,26,2.05,1.79,4.51,1.34,0.36,0.51,0.1,5.56,38.44
2020,10,27,4.26,8.05,4.67,0.68,0.75,0.79,0.16,9.92,73.54
2020,10,28,4.08,7.16,4.31,0.92,0.73,0.83,0.16,9.72,73.11
2020,10,29,4.25,8.66,4.32,0.64,0.77,0.87,0.17,9.92,75.7
2020,10,30,4.18,8.64,4.3,0.68,0.76,0.84,0.17,9.63,74.12
2020,10,31,4.13,8.37,4.26,0.76,0.76,0.81,0.16,9.41,72.8
2020,11,1,4.13,8.52,4.26,0.7,0.77,0.8,0.16,9.43,72.6
2020,11,2,4.15,9.04,4.19,0.56,0.78,0.8,0.16,9.35,73.01
2020,11,3,3.43,4.19,4,1.66,0.65,0.72,0.15,8.19,61.55
2020,11,4,3.79,7.55,3.93,0.71,0.73,0.71,0.14,8.65,67.41
2020,11,5,4,8.8,3.96,0.51,0.77,0.71,0.14,8.86,70.04
2020,11,6,2.72,1.7,3.96,2.01,0.53,0.6,0.12,6.83,49.29
2020,11,7,2.67,3.1,3.71,1.49,0.53,0.6,0.12,6.67,49.04
2020,11,8,3.63,7.19,3.91,0.66,0.73,0.66,0.13,8.23,63.55
2020,11,9,0.95,0.58,3.7,0.72,0.2,0.2,0.04,2.66,17.91
2020,11,10,3.08,5.82,3.88,0.81,0.63,0.45,0.09,6.98,53.36
2020,11,11,3.36,7.15,3.87,0.65,0.7,0.55,0.11,7.5,58.19
2020,11,12,3.37,6.72,3.84,0.81,0.7,0.52,0.1,7.54,57.96
2020,11,13,3.42,7.45,3.74,0.65,0.72,0.53,0.11,7.65,59.44
2020,11,14,1.78,1.68,3.71,1.13,0.38,0.33,0.06,4.56,32.34
2020,11,15,2.8,5.56,3.6,0.7,0.6,0.45,0.09,6.54,49.98
2020,11,16,3.34,6.86,3.53,0.78,0.73,0.57,0.12,7.62,59.51
2020,11,17,3.36,7,3.56,0.73,0.73,0.56,0.12,7.5,58.52
2020,11,18,2.56,2.14,3.39,1.79,0.56,0.49,0.1,6.27,46.09
2020,11,19,3.38,7.77,3.45,0.56,0.75,0.54,0.11,7.41,58.86
2020,11,20,3.05,5.14,3.35,1.05,0.69,0.53,0.11,6.96,53.84
2020,11,21,2.65,5.13,3.31,0.91,0.6,0.45,0.09,6.15,47.18
2020,11,22,3.24,6.4,3.38,0.87,0.74,0.47,0.09,6.91,54.55
2020,11,23,2.81,4.6,3.17,1.07,0.65,0.45,0.09,6.47,49.54
2020,11,24,1.44,1.81,3.19,0.85,0.34,0.27,0.05,3.86,26.84
2020,11,25,3.31,7.96,3.35,0.52,0.77,0.42,0.08,7.51,57.36
2020,11,26,2.96,5.35,3.28,1.1,0.7,0.51,0.1,7.02,52.16
2020,11,27,3.26,7.43,3.32,0.61,0.77,0.49,0.1,7.31,55.75
2020,11,28,3.24,7.77,3.3,0.63,0.77,0.4,0.08,6.95,54.69
2020,11,29,3.11,7.01,3.2,0.68,0.75,0.41,0.08,6.75,52.9
2020,11,30,3.14,7.4,3.28,0.68,0.77,0.41,0.09,6.84,53.44
2020,12,1,1.67,1.23,2.95,1.27,0.41,0.26,0.05,4.2,29.83
2020,12,2,2.15,3.88,3.1,0.86,0.53,0.24,0.05,4.87,37.16
2020,12,3,3.03,7.9,3.21,0.54,0.75,0.37,0.07,6.55,51.66
2020,12,4,3.1,8,3.11,0.54,0.77,0.4,0.08,6.71,53.57
2020,12,5,3.12,8.4,3.09,0.41,0.78,0.42,0.09,6.77,54.2
2020,12,6,3.1,8.46,3.12,0.41,0.78,0.41,0.08,6.73,53.41
2020,12,7,3.1,8.44,3.1,0.43,0.78,0.4,0.08,6.61,53.05
2020,12,8,2.84,6.29,3.08,0.94,0.72,0.37,0.07,6.2,48.8
2020,12,9,2.98,7.27,3.05,0.68,0.76,0.38,0.08,6.45,51.39
2020,12,10,1.69,0.66,2.97,1.47,0.44,0.29,0.06,4.62,31.34
2020,12,11,1.41,1.02,2.96,1.12,0.36,0.24,0.05,3.89,26.45
2020,12,12,1.37,0.79,2.97,1.09,0.35,0.2,0.04,3.76,25.35
2020,12,13,2.84,6.33,3.08,0.74,0.73,0.3,0.05,6.31,48.4
2020,12,14,1.86,0.8,2.9,1.59,0.48,0.3,0.06,4.89,34.11
2020,12,15,2.41,4.27,3.02,1.01,0.62,0.36,0.07,5.77,42.46
2020,12,16,2.42,4.88,2.98,0.9,0.63,0.32,0.06,5.66,42.45
2020,12,17,2.33,1.77,2.87,1.72,0.61,0.34,0.07,5.59,41.23
2020,12,18,1.42,1,2.73,1.13,0.37,0.26,0.05,3.86,26.43
2020,12,19,1.82,2.87,2.98,0.97,0.48,0.25,0.05,4.54,32.62
2020,12,20,1.48,0.87,2.9,1.22,0.39,0.26,0.05,4.11,27.62
2020,12,21,2.04,2.97,2.89,1.19,0.53,0.31,0.06,5.01,36.92
2020,12,22,2.7,6.47,2.89,0.61,0.7,0.34,0.07,6.06,47.63
2020,12,23,1.86,2.08,3.05,1.28,0.48,0.24,0.05,4.49,32.6
2020,12,24,2.67,5.63,2.92,0.95,0.7,0.24,0.05,5.89,46.34
2020,12,25,2.89,7.3,2.96,0.59,0.75,0.28,0.05,6.17,49.48
2020,12,26,2.92,7.13,2.92,0.5,0.76,0.31,0.06,6.31,50.42
2020,12,27,2.52,3.88,3.01,1.28,0.66,0.3,0.05,5.83,43.8
2020,12,28,1.09,0.49,2.83,0.94,0.28,0.16,0.03,3.2,21.01
2020,12,29,2.27,3.19,2.98,1.3,0.59,0.28,0.05,5.51,40.11
2020,12,30,3.04,7.52,3.08,0.6,0.78,0.32,0.06,6.6,51.79
2020,12,31,2.87,5.84,3,0.89,0.73,0.33,0.06,6.59,50.43
2021,1,1,2.93,6.52,3.02,0.72,0.75,0.33,0.06,6.62,51.09
2021,1,2,2.86,5.5,3.09,0.98,0.73,0.3,0.06,6.38,48.96
2021,1,3,2.63,4.77,3.01,1.03,0.66,0.3,0.05,6.2,46.71
2021,1,4,3.06,7.08,3.09,0.53,0.77,0.35,0.07,6.79,52.97
2021,1,5,2.3,4,3.03,1.01,0.57,0.29,0.05,5.38,40.65
2021,1,6,3.13,7.72,3.14,0.48,0.77,0.32,0.06,6.73,53.46
2021,1,7,2.12,2.31,2.99,1.38,0.52,0.27,0.05,5.08,37.48
2021,1,8,3.11,7.19,3.14,0.6,0.77,0.36,0.07,6.69,53.09
2021,1,9,1.81,1.23,2.86,1.39,0.44,0.25,0.05,4.54,32.13
2021,1,10,3.04,6.46,3.12,0.8,0.73,0.31,0.06,6.53,51.48
2021,1,11,3.09,5.36,3.29,1.25,0.74,0.31,0.06,6.69,51.89
2021,1,12,2.95,4.38,3.28,1.35,0.7,0.3,0.05,6.55,50.36
2021,1,13,2,1.2,3.16,1.57,0.48,0.23,0.05,5.04,35.93
2021,1,14,2.71,4.21,3.35,1.43,0.63,0.3,0.06,6.16,46.4
2021,1,15,3.26,7.33,3.31,0.65,0.76,0.34,0.06,7.1,56.14
2021,1,16,2.88,4.99,3.24,0.92,0.66,0.34,0.06,6.46,49.85
2021,1,17,2.54,2.53,3.33,1.65,0.59,0.31,0.06,6.12,45.23
2021,1,18,2.45,2.94,3.42,1.34,0.55,0.31,0.06,5.84,42.84
2021,1,19,3.14,5.45,3.43,1.06,0.71,0.36,0.07,7.16,54.74
2021,1,20,3.41,7.52,3.43,0.67,0.76,0.4,0.08,7.6,59.26
2021,1,21,2.24,1.5,3.45,1.71,0.5,0.32,0.06,5.58,40.18
2021,1,22,3.01,4.82,3.42,1.14,0.66,0.45,0.09,6.94,52.91
2021,1,23,3.1,4.67,3.5,1.29,0.67,0.44,0.09,7.24,54.68
2021,1,24,2.92,3.35,3.56,1.66,0.62,0.41,0.08,6.94,51.68
2021,1,25,2.99,3.48,3.57,1.61,0.63,0.4,0.08,6.97,51.85
2021,1,26,1.55,0.59,3.74,1.32,0.33,0.27,0.05,4.36,29.27
2021,1,27,3.77,8.23,3.83,0.62,0.79,0.48,0.09,8.48,65.09
2021,1,28,2.86,1.81,3.71,2.15,0.59,0.51,0.1,7.02,51.37
2021,1,29,3.58,5.86,3.77,1.05,0.73,0.58,0.12,8.37,63.6
2021,1,30,3.37,5.45,3.81,1.11,0.68,0.5,0.1,7.74,58.73
2021,1,31,3.72,7.67,4,0.88,0.74,0.52,0.1,8.2,63.6
2021,2,1,2.47,0.92,3.95,2.08,0.48,0.49,0.1,6.46,45.23
2021,2,2,3.77,7.41,3.94,0.91,0.73,0.63,0.12,8.75,67.05
2021,2,3,2.78,3.38,3.93,1.51,0.54,0.48,0.1,6.77,50.21
2021,2,4,3.34,5.32,4.16,1.33,0.64,0.46,0.09,7.72,57.69
2021,2,5,2.48,2.7,4.16,1.51,0.47,0.34,0.07,6.05,43.92
2021,2,6,3.25,4.66,4.23,1.37,0.61,0.44,0.09,7.62,56.52
2021,2,7,4.08,7.88,4.33,0.89,0.76,0.55,0.1,9.26,70.35
2021,2,8,3.99,6.26,4.36,1.25,0.73,0.58,0.12,9.2,69.06
2021,2,9,3.47,3.83,4.25,1.77,0.63,0.57,0.12,8.35,62.02
2021,2,10,3.03,3.96,4.28,1.45,0.55,0.59,0.12,7.27,53.25
2021,2,11,3.81,6.05,4.4,1.25,0.68,0.77,0.16,9,67.45
2021,2,12,3.11,2.99,4.37,1.89,0.55,0.7,0.14,7.8,56.14
2021,2,13,2.28,1.33,4.54,1.8,0.4,0.48,0.1,6.18,42.7
2021,2,14,3.69,4.13,4.67,1.93,0.63,0.59,0.12,8.97,65.04
2021,2,15,4.06,5.8,4.75,1.51,0.69,0.53,0.1,9.49,70.12
2021,2,16,3.48,3.45,4.74,2,0.59,0.62,0.12,8.45,61.7
2021,2,17,2.77,1.22,4.78,2.22,0.46,0.59,0.12,7.27,50.52
2021,2,18,3.96,4.89,4.96,1.84,0.65,0.68,0.13,9.4,68.28
2021,2,19,3.98,6.52,4.92,1.09,0.65,0.7,0.14,9.41,70.02
2021,2,20,3.58,4.16,4.9,1.61,0.58,0.8,0.16,8.79,63.89
2021,2,21,4.43,6.35,5.14,1.53,0.7,0.83,0.16,10.54,76.94
2021,2,22,4.69,7.52,5.05,1.23,0.74,0.78,0.16,11.17,82.91
2021,2,23,4.99,8.99,5.08,0.8,0.78,0.98,0.2,11.64,87.75
2021,2,24,4.62,6.35,5.16,1.58,0.71,0.92,0.19,10.65,79.25
2021,2,25,4.8,6.86,5.24,1.58,0.73,0.98,0.2,11.44,84.15
2021,2,26,4.8,6.65,5.38,1.59,0.73,0.91,0.18,11.34,83.14
2021,2,27,3.54,2.42,5.41,2.49,0.53,0.7,0.14,8.85,62.99
2021,2,28,4.94,6.02,5.52,2.1,0.73,0.8,0.16,11.44,84.6
2021,3,1,5.48,9.85,5.52,0.93,0.8,0.84,0.16,12.8,95.45
2021,3,2,5.5,9.7,5.58,1,0.8,0.98,0.2,12.9,96.25
2021,3,3,5.62,10.2,5.64,0.68,0.81,1.16,0.23,13.27,98.71
2021,3,4,2.45,0.9,5.32,2,0.35,0.67,0.13,6.87,47.47
2021,3,5,5.65,9.71,5.68,0.84,0.8,1.09,0.22,13.31,99.02
2021,3,6,5.43,6.58,5.71,2.09,0.76,1.25,0.25,12.94,95.41
2021,3,7,5.09,4.5,5.77,2.96,0.7,1.27,0.25,12.59,91.15
2021,3,8,4.37,3.48,5.65,2.61,0.6,1.23,0.24,11.12,79.84
2021,3,9,5.07,4.11,5.88,2.81,0.69,1.32,0.27,12.55,90.16
2021,3,10,5.26,5.3,6.08,2.58,0.71,1.38,0.27,12.95,92.75
2021,3,11,5.22,5.38,6.05,2.37,0.7,1.3,0.26,12.97,92.86
2021,3,12,4.46,3.8,6,2.38,0.59,1.19,0.23,11.48,80.89
2021,3,13,2.43,1.24,5.96,1.79,0.32,0.7,0.14,6.84,46.99
2021,3,14,1.96,0.79,6.2,1.56,0.26,0.55,0.11,5.82,38.93
2021,3,15,5.05,4.5,6.32,2.61,0.65,1.26,0.25,13.17,92.28
2021,3,16,3.69,2.41,6.19,2.53,0.47,0.97,0.2,9.88,68.84
2021,3,17,5.16,4.45,6.4,2.75,0.66,1.28,0.26,13.34,93.4
2021,3,18,6.4,9.66,6.42,1.08,0.8,1.61,0.33,15.86,114.34
2021,3,19,6.09,8.01,6.26,1.58,0.76,1.59,0.32,14.96,109.47
2021,3,20,6.21,7.73,6.52,2.1,0.77,1.73,0.34,15.43,111.2
2021,3,21,4.7,3.41,6.59,2.92,0.57,1.48,0.29,12.35,86.48
2021,3,22,4.92,2.78,6.68,3.31,0.59,1.46,0.29,13.28,91.7
2021,3,23,3.87,1.77,6.67,2.87,0.47,1.07,0.21,10.55,72.6
2021,3,24,4.56,2.26,6.62,3.26,0.55,1.16,0.23,12.03,84.05
2021,3,25,4.25,1.42,6.85,3.37,0.5,1.07,0.22,11.64,79.66
2021,3,26,4.29,1.74,6.81,3.25,0.5,1.07,0.21,11.52,80.41
2021,3,27,6.59,7.82,6.94,2.05,0.77,1.44,0.29,16.27,116.92
2021,3,28,6.29,6.99,7.03,2.4,0.73,1.67,0.34,16.23,114.55
2021,3,29,6.89,10.05,7.02,1.05,0.79,2.01,0.4,17.19,123.86
2021,3,30,5.87,3.95,7.2,3.53,0.67,1.52,0.3,14.93,104.91
2021,3,31,7.18,10.39,7.27,1.18,0.81,1.35,0.27,17.23,125.4
2021,4,1,7.02,9.9,7.28,1.36,0.79,1.73,0.35,17.17,124.23
2021,4,2,6.5,6.5,7.11,2.52,0.73,1.91,0.38,16.4,117.45
2021,4,3,6.87,9.41,7.19,1.39,0.76,2.04,0.41,16.98,123.68
2021,4,4,5.31,2.76,7.02,3.71,0.59,1.77,0.34,13.75,97.67
2021,4,5,5.6,4.18,7.2,3.39,0.61,1.72,0.34,14.54,102.84
2021,4,6,5.52,5.15,7.5,2.56,0.6,1.6,0.32,14.44,100.81
2021,4,7,6.73,7.67,7.55,2.26,0.73,1.71,0.34,17.04,120.88
2021,4,8,6.43,5.82,7.5,2.98,0.69,1.88,0.38,16.29,115.64
2021,4,9,7.27,9.23,7.79,1.92,0.77,1.99,0.4,17.95,128.65
2021,4,10,7.54,10.62,7.8,1.32,0.8,1.98,0.4,18.5,133.09
2021,4,11,6.84,7.06,7.58,2.41,0.72,1.81,0.36,16.91,121.67
2021,4,12,6.17,5.61,7.76,2.71,0.65,1.68,0.34,15.59,110.19
2021,4,13,5.13,2.14,7.51,3.65,0.53,1.52,0.3,13.88,95.97
2021,4,14,3.92,2.12,7.56,2.6,0.41,1.26,0.25,11.02,74.4
2021,4,15,3.32,1.62,7.61,2.28,0.34,1.05,0.21,9.45,63.84
2021,4,16,3.29,1.5,7.96,2.39,0.34,1.07,0.21,9.74,63.97
2021,4,17,3.59,1.98,7.89,2.5,0.37,1.09,0.21,10.2,68.09
2021,4,18,6.74,5.8,7.96,3.37,0.68,1.81,0.36,17.04,120.95
2021,4,19,5.05,2.88,7.83,3.15,0.51,1.6,0.32,13.38,93.3
2021,4,20,7.34,6.55,8.28,3.19,0.73,2.15,0.43,18.64,130.95
2021,4,21,4.6,1.58,7.92,3.57,0.46,1.46,0.29,12.73,87.7
2021,4,22,5.22,3.43,7.98,3.17,0.52,1.54,0.3,13.81,96.92
2021,4,23,4.61,2.67,8.06,3.07,0.45,1.3,0.26,12.42,86.43
2021,4,24,6.69,5.14,8.13,3.6,0.66,1.74,0.34,16.95,120.81
2021,4,25,7.09,7.32,8.25,2.6,0.7,1.9,0.38,17.97,128.15
2021,4,26,6.67,4.23,8.47,3.99,0.65,1.93,0.38,17.15,119.49
2021,4,27,3.89,1.44,8,2.96,0.38,1.26,0.25,10.9,75.27
2021,4,28,4.53,2.53,8.21,3.09,0.44,1.42,0.28,12.77,86.69
2021,4,29,8.12,11.01,8.41,1.12,0.78,2.28,0.46,20.45,147.23
2021,4,30,7.97,10.73,8.35,1.15,0.76,2.36,0.47,20.09,145.16
2021,5,1,6.27,4.43,8.39,3.55,0.59,2.05,0.41,16.56,115.83
2021,5,2,4.56,2.73,8.16,2.78,0.43,1.59,0.31,12.69,87.17
2021,5,3,3.24,1.42,8.43,2.35,0.3,1.25,0.25,9.79,64.41
2021,5,4,5.26,3.45,8.43,3.09,0.49,1.72,0.34,14.29,98.57
2021,5,5,6.17,6.01,8.48,2.49,0.58,1.86,0.37,16.02,113.49
2021,5,6,8.3,11.64,8.67,0.98,0.77,2.29,0.46,20.66,149.34
2021,5,7,6.77,6.47,8.54,3.04,0.63,2.08,0.41,17.55,124.66
2021,5,8,6.26,4.93,8.58,2.77,0.58,2.1,0.42,16.48,115.68
2021,5,9,4.37,1.79,8.71,3.17,0.41,1.46,0.29,12.34,83.66
2021,5,10,3.08,1.2,8.5,2.26,0.28,1.07,0.21,9.14,61.17
2021,5,11,3.76,1.96,8.68,2.69,0.34,1.2,0.23,10.76,72.82
2021,5,12,7.09,7.23,8.9,2.64,0.65,2.02,0.41,18.02,127.81
2021,5,13,6.74,6.19,8.74,2.72,0.62,2.05,0.41,17.53,123.79
2021,5,14,5.2,4.42,8.54,2.58,0.47,1.66,0.33,13.94,98.49
2021,5,15,4.91,3.1,8.6,2.87,0.45,1.63,0.33,13.5,93.17
2021,5,16,4.3,2.86,8.64,2.37,0.39,1.48,0.3,11.8,81.7
2021,5,17,2.94,0.94,8.63,2.28,0.27,1.08,0.22,8.97,59.52
2021,5,18,4.04,1.52,8.68,3.03,0.36,1.38,0.27,11.73,79.3
2021,5,19,5.84,4.84,8.72,2.75,0.52,1.84,0.37,15.49,109.51
2021,5,20,7.28,6.47,8.92,2.96,0.65,2.39,0.48,18.86,133.73
2021,5,21,4.58,2.09,8.75,3.23,0.41,1.69,0.34,13.03,88.84
2021,5,22,5.59,3.47,8.56,3.36,0.5,2.04,0.41,15.13,105.68
2021,5,23,6.85,6.63,9.12,3.24,0.61,2.24,0.45,17.73,125.38
2021,5,24,8.97,12.12,9.22,0.98,0.8,2.7,0.54,22.21,160.55
2021,5,25,8.63,10.27,9.14,1.68,0.77,2.75,0.55,21.7,155.64
2021,5,26,4.84,2,8.95,3.5,0.43,1.63,0.33,13.3,91.85
2021,5,27,8.69,10.72,9.14,1.55,0.77,2.82,0.55,21.73,156.7
2021,5,28,6.75,6.24,9.21,2.98,0.59,2.26,0.45,17.78,124.2
2021,5,29,6.02,4.65,8.94,3.05,0.53,2.05,0.41,16.04,112.34
2021,5,30,2.5,0.92,8.75,1.88,0.22,0.83,0.16,7.44,50.19
2021,5,31,3.69,1.58,8.88,2.61,0.32,1.31,0.26,11.12,74.42
2021,6,1,5.88,4.6,9.03,3.25,0.52,1.76,0.35,15.81,111
2021,6,2,7.25,5.74,8.97,3.34,0.63,2.25,0.45,19.1,135
2021,6,3,7.99,7.9,9.12,2.74,0.7,2.61,0.52,20.84,148.02
2021,6,4,8.76,11.38,9.15,1.3,0.77,2.78,0.55,22.47,161.44
2021,6,5,6.26,5.77,9.02,2.42,0.55,2.22,0.45,16.91,118.01
2021,6,6,5.22,3.16,8.82,3.25,0.45,1.8,0.36,14.48,100.53
2021,6,7,6.89,6.38,8.89,2.69,0.59,2.34,0.47,18.11,128.8
2021,6,8,8.76,10.75,9.25,1.56,0.76,2.95,0.58,21.91,158
2021,6,9,8.9,10.7,9.26,1.54,0.77,3.08,0.6,22.38,161.05
2021,6,10,8.26,9.83,9.22,2.12,0.71,3.02,0.59,21.2,151.6
2021,6,11,9.13,12.44,9.31,1.05,0.79,3.43,0.66,23.18,166.91
2021,6,12,8.88,10.75,9.28,1.49,0.77,3.26,0.63,22.41,161.14
2021,6,13,8.29,9.33,9.16,2.09,0.72,3.06,0.59,21.21,151.96
2021,6,14,8.73,10.63,9.08,1.39,0.75,3.2,0.62,22.11,159.95
2021,6,15,8.6,9.94,9.03,1.62,0.74,3.16,0.61,21.9,158.22
2021,6,16,6.02,3.45,8.55,3.68,0.52,2.21,0.44,15.83,113.32
2021,6,17,5.69,4.85,8.66,2.45,0.49,2.08,0.41,14.78,106.36
2021,6,18,5.2,2.19,8.55,3.62,0.45,2.02,0.4,14.02,99.03
2021,6,19,5.68,2.87,8.63,3.49,0.49,2.29,0.45,15.55,108.66
2021,6,20,7.46,7.68,9.02,2.22,0.64,2.79,0.55,19.62,139.59
2021,6,21,7.37,7.63,9.17,2.29,0.63,2.6,0.52,19.25,136.09
2021,6,22,7.39,7.04,8.97,2.73,0.64,2.71,0.53,19.37,137.8
2021,6,23,5.54,2.13,8.84,3.99,0.48,2.16,0.43,15.13,105.06
2021,6,24,4.38,2.66,8.66,2.67,0.38,1.73,0.34,12.35,85.64
2021,6,25,6,4.63,8.89,3.02,0.52,2.23,0.45,16.41,114.88
2021,6,26,4.22,1.82,8.91,2.89,0.37,1.71,0.34,12.55,83.74
2021,6,27,5.14,2.83,8.88,3.11,0.45,1.86,0.38,14.48,99.85
2021,6,28,5.71,3.26,8.94,3.53,0.49,1.98,0.4,15.83,109.34
2021,6,29,5.92,3.92,8.79,3.17,0.52,2.09,0.41,16.07,112.66
2021,6,30,6.19,4.52,8.56,3.08,0.54,2.23,0.45,16.27,115.98
