-BEGIN HEADER-,,,,,,,,,,,Los Angeles
2020,8,28,7.41,10.03,7.4,1.02,0.76,2.35,0.45,17.38,134.95
2020,8,29,7.58,10.82,7.58,0.78,0.77,2.4,0.47,17.77,137.03
2020,8,30,7.37,9.91,7.4,0.95,0.76,2.31,0.45,17.13,132.92
2020,8,31,7.24,9.27,7.29,1.14,0.75,2.2,0.43,16.48,128.8
2020,9,1,6.84,8.47,6.97,1.19,0.71,2.11,0.41,15.96,124.8
2020,9,2,6.92,9.02,6.92,1.07,0.73,2.05,0.41,16.23,127.54
2020,9,3,6.95,8.94,6.95,1.14,0.73,1.96,0.38,15.87,125.33
2020,9,4,6.82,8.95,6.82,1.04,0.72,2.02,0.4,15.92,125.55
2020,9,5,6.74,8.92,6.92,1.11,0.72,2.1,0.41,16.24,126.04
2020,9,6,6.52,8.3,6.65,1.21,0.7,1.95,0.38,15.09,119.73
2020,9,7,5.27,4.24,5.88,2.28,0.56,1.47,0.29,11.55,95.88
2020,9,8,5.77,5.53,6.5,2.16,0.62,1.78,0.35,13.88,107.77
2020,9,9,6.55,7.13,6.94,1.96,0.71,1.8,0.36,15.46,119.34
2020,9,10,5.1,2.29,6.74,3.52,0.55,1.46,0.29,12.15,92.7
2020,9,11,5.18,2.85,6.17,3.13,0.57,1.29,0.26,11.17,91.59
2020,9,12,5.86,4.63,6.64,2.76,0.65,1.73,0.34,13.8,106.34
2020,9,13,6.39,7.56,6.6,1.55,0.71,1.82,0.36,14.64,115.17
2020,9,14,5.92,6.17,6.1,1.93,0.66,1.56,0.3,12.7,104.07
2020,9,15,5.86,5.78,6.11,2.07,0.66,1.59,0.31,12.64,102.83
2020,9,16,5.75,6.28,5.87,1.78,0.65,1.52,0.3,12.13,100.72
2020,9,17,5.52,5.2,5.93,2.22,0.63,1.62,0.31,12.39,99.8
2020,9,18,5.59,5.88,6.14,1.94,0.64,1.73,0.34,13.35,104.16
2020,9,19,6.54,9.53,6.55,0.86,0.76,1.84,0.36,14.95,117.82
2020,9,20,6.53,9.7,6.53,0.81,0.76,1.77,0.35,14.91,117.49
2020,9,21,6.38,9.57,6.39,0.76,0.75,1.76,0.35,14.95,117.22
2020,9,22,6.18,8.85,6.16,0.92,0.73,1.66,0.33,14.41,113.88
2020,9,23,6.14,8.61,6.12,1.03,0.73,1.54,0.3,13.59,109.32
2020,9,24,6.12,8.49,6.1,1.07,0.73,1.54,0.3,13.35,107.64
2020,9,25,5.96,8.47,5.94,0.95,0.72,1.52,0.3,13.48,108.28
2020,9,26,5.77,7.96,5.81,1.03,0.7,1.47,0.3,13,104.69
2020,9,27,5.79,7.87,5.9,1.12,0.7,1.45,0.29,12.59,101.76
2020,9,28,6.22,9.83,6.23,0.7,0.77,1.68,0.34,14.41,113.04
2020,9,29,6.03,9.48,6.02,0.66,0.75,1.62,0.32,14.09,111.2
2020,9,30,5.69,8.3,5.68,0.93,0.71,1.45,0.29,12.84,103.97
2020,10,1,6.03,9.81,6.01,0.61,0.76,1.58,0.31,14.02,110.6
2020,10,2,5.96,9.44,5.96,0.68,0.76,1.57,0.31,13.66,108.16
2020,10,3,5.84,8.95,5.88,0.81,0.74,1.57,0.31,13.22,105.02
2020,10,4,5.35,7.11,5.43,1.09,0.69,1.38,0.27,11.94,96.68
2020,10,5,4.57,4.05,5.32,2.19,0.59,1.2,0.23,10.25,81.9
2020,10,6,4.36,4.21,5.12,1.92,0.57,1.09,0.21,9.6,77.96
2020,10,7,5.43,8.11,5.42,0.86,0.71,1.33,0.27,12.09,97.6
2020,10,8,5.24,7.08,5.43,1.23,0.7,1.34,0.27,11.91,94.77
2020,10,9,4.79,6.05,5.09,1.27,0.64,1.2,0.23,10.38,84.95
2020,10,10,4.5,5.26,5.24,1.62,0.61,1.23,0.24,10.58,83.19
2020,10,11,5.22,8.16,5.27,0.82,0.71,1.3,0.26,12.01,96.33
2020,10,12,5.39,8.7,5.38,0.72,0.74,1.3,0.26,12,96.88
2020,10,13,5.32,8.75,5.29,0.67,0.73,1.27,0.26,11.86,96.02
2020,10,14,5.43,9.01,5.41,0.66,0.76,1.28,0.26,11.79,95.41
2020,10,15,5.14,8.17,5.15,0.81,0.72,1.23,0.24,11.15,91.22
2020,10,16,5.22,8.52,5.25,0.79,0.74,1.23,0.24,11.44,92.69
2020,10,17,5.07,8.36,5.05,0.74,0.73,1.18,0.23,11.2,91.4
2020,10,18,4.99,8.35,4.98,0.67,0.72,1.14,0.23,11.01,90.05
2020,10,19,4.98,8.45,4.98,0.65,0.73,1.12,0.23,11.05,89.88
2020,10,20,4.81,7.82,4.92,0.79,0.7,1.02,0.21,10.52,85.7
2020,10,21,4.67,7.51,4.89,0.85,0.69,0.99,0.2,10.14,82.64
2020,10,22,3.98,5.88,4.78,1.02,0.59,0.9,0.18,9.03,72.09
2020,10,23,3.4,2.97,4.71,1.79,0.51,0.84,0.16,8.1,61.94
2020,10,24,3.12,2.26,4.65,1.91,0.48,0.82,0.16,7.69,57.73
2020,10,25,2.87,3.37,4.77,1.3,0.44,0.71,0.14,6.94,52.29
2020,10,26,4.9,7.87,5.13,1.03,0.76,0.98,0.2,10.73,85.45
2020,10,27,4.9,9.17,4.9,0.53,0.77,0.95,0.2,10.89,87.95
2020,10,28,4.83,9.23,4.81,0.5,0.76,1.05,0.21,10.79,87.3
2020,10,29,4.88,9.34,4.86,0.53,0.77,1.02,0.2,10.49,85.5
2020,10,30,4.75,9.02,4.75,0.58,0.76,0.99,0.2,10.34,84.28
2020,10,31,4.57,7.42,4.71,0.88,0.73,0.93,0.19,9.73,79.09
2020,11,1,3.47,3.87,4.46,1.81,0.56,0.79,0.16,8.01,62.26
2020,11,2,4.49,8,4.49,0.76,0.73,0.88,0.18,9.66,79.27
2020,11,3,4.11,5.89,4.31,1.32,0.68,0.87,0.17,9.12,73.95
2020,11,4,4.45,8.26,4.41,0.65,0.74,0.87,0.17,9.34,77.59
2020,11,5,2.97,1.61,4.41,2.26,0.5,0.71,0.14,7.14,52.98
2020,11,6,3.99,6.43,4.18,0.86,0.68,0.78,0.16,8.91,72.31
2020,11,7,2.76,3.16,4.26,1.39,0.47,0.59,0.12,6.56,50.01
2020,11,8,3.14,4.3,4.27,1.18,0.54,0.55,0.11,7.16,55.74
2020,11,9,4.32,8.57,4.36,0.57,0.75,0.69,0.14,9.14,75.46
2020,11,10,4.27,8.58,4.24,0.52,0.75,0.7,0.14,9.05,75.24
2020,11,11,4.08,7.85,4.17,0.67,0.72,0.72,0.15,8.77,72.31
2020,11,12,4.06,7.64,4.05,0.64,0.73,0.7,0.14,8.6,71.78
2020,11,13,4.09,8.3,4.04,0.52,0.73,0.7,0.14,8.73,72.98
2020,11,14,4.09,8.47,4.08,0.49,0.74,0.73,0.15,8.84,73.3
2020,11,15,4.07,8.42,4.04,0.49,0.74,0.72,0.15,8.72,72.51
2020,11,16,4.17,8.73,4.14,0.49,0.77,0.73,0.15,8.73,72.78
2020,11,17,3.77,6.73,3.97,0.87,0.7,0.68,0.14,8.27,67.7
2020,11,18,3.72,7.41,3.84,0.63,0.7,0.69,0.14,8.38,68.93
2020,11,19,3.84,7.87,3.98,0.58,0.72,0.7,0.14,8.2,67.94
2020,11,20,2.96,2.19,3.86,2.05,0.56,0.62,0.12,6.88,52.92
2020,11,21,3.51,4.82,3.84,1.44,0.67,0.66,0.13,7.62,61.92
2020,11,22,3.89,7.95,3.9,0.6,0.75,0.67,0.13,8.05,67.24
2020,11,23,3.45,6.33,3.77,0.95,0.66,0.57,0.12,7.42,61.1
2020,11,24,3.83,8.29,3.79,0.45,0.74,0.56,0.11,8.05,67.84
2020,11,25,3.75,7.78,3.74,0.58,0.73,0.53,0.11,7.7,65.22
2020,11,26,3.83,8.3,3.81,0.51,0.76,0.54,0.11,7.7,65.34
2020,11,27,3.86,8.55,3.83,0.46,0.77,0.57,0.12,8.04,67.38
2020,11,28,3.83,8.4,3.81,0.48,0.77,0.6,0.12,7.85,66.33
2020,11,29,3.8,7.94,3.8,0.53,0.77,0.62,0.12,7.84,65.8
2020,11,30,3.72,7.93,3.72,0.56,0.75,0.55,0.11,7.54,63.89
2020,12,1,3.73,8.19,3.71,0.49,0.76,0.53,0.11,7.62,64.31
2020,12,2,3.6,7.56,3.72,0.74,0.73,0.51,0.1,7.4,62.1
2020,12,3,3.72,8.3,3.73,0.51,0.77,0.5,0.1,7.67,64.57
2020,12,4,3.6,7.6,3.69,0.71,0.74,0.52,0.1,7.27,61.48
2020,12,5,3.47,6.92,3.62,0.69,0.72,0.51,0.1,7.2,60.3
2020,12,6,3.4,5.9,3.59,0.97,0.7,0.48,0.1,7.01,58.42
2020,12,7,2.36,1.69,3.61,1.68,0.49,0.41,0.09,5.56,41.92
2020,12,8,2.8,3.6,3.57,1.41,0.59,0.45,0.09,6.17,48.99
2020,12,9,3.35,6,3.51,0.85,0.7,0.45,0.09,6.87,57.68
2020,12,10,3.17,5.9,3.36,0.82,0.66,0.41,0.09,6.54,55.09
2020,12,11,3,5.41,3.44,1.01,0.63,0.39,0.08,6.37,52.53
2020,12,12,2.26,2.74,3.28,1.17,0.48,0.34,0.07,5.33,41.24
2020,12,13,2.91,3.74,3.38,1.35,0.62,0.43,0.09,6.48,52.3
2020,12,14,3.09,5.93,3.51,0.83,0.66,0.45,0.09,6.55,53.95
2020,12,15,3.45,7.81,3.46,0.47,0.73,0.51,0.1,7.2,61.14
2020,12,16,3.38,7.06,3.42,0.63,0.72,0.5,0.1,6.95,59.15
2020,12,17,2.76,5.27,3.35,0.71,0.59,0.42,0.09,5.93,48.8
2020,12,18,3.49,8.17,3.54,0.46,0.74,0.45,0.09,7.11,60.51
2020,12,19,3.48,7.91,3.45,0.49,0.74,0.46,0.09,7.02,60.3
2020,12,20,3.55,8.13,3.55,0.51,0.76,0.49,0.1,7.12,60.75
2020,12,21,3.48,7.93,3.45,0.48,0.74,0.46,0.09,7.08,60.51
2020,12,22,3.45,7.55,3.44,0.52,0.73,0.42,0.09,6.88,59.06
2020,12,23,3.02,2.83,3.57,1.83,0.64,0.41,0.09,6.48,51.95
2020,12,24,0.87,0.46,3.49,0.71,0.19,0.16,0.03,2.43,16.6
2020,12,25,3.32,7.03,3.36,0.63,0.7,0.44,0.09,6.88,58.66
2020,12,26,2.97,4.99,3.37,0.99,0.63,0.44,0.09,6.43,52.84
2020,12,27,2.37,3.51,3.35,1.02,0.5,0.38,0.08,5.41,42.68
2020,12,28,1.16,1.11,3.39,0.82,0.24,0.2,0.04,3.04,22.14
2020,12,29,3,6.54,3.45,0.6,0.63,0.34,0.06,6.18,52.11
2020,12,30,3.28,5.76,3.54,0.98,0.69,0.41,0.08,6.9,56.95
2020,12,31,3.15,6.63,3.53,0.6,0.66,0.42,0.09,6.66,55.19
2021,1,1,3.56,7.94,3.57,0.48,0.74,0.43,0.09,7.35,62.15
2021,1,2,2.88,3.45,3.45,1.51,0.6,0.38,0.08,6.43,51.44
2021,1,3,2.88,3.46,3.34,1.52,0.59,0.4,0.08,6.52,52.35
2021,1,4,3.42,7.24,3.39,0.58,0.7,0.45,0.09,7.26,61.3
2021,1,5,3.48,6.75,3.59,0.73,0.72,0.46,0.09,7.23,60.41
2021,1,6,3.29,5.44,3.5,1.08,0.67,0.44,0.09,6.92,57.48
2021,1,7,3.02,2.74,3.6,1.89,0.62,0.43,0.09,6.61,52.57
2021,1,8,3.53,7.52,3.58,0.56,0.72,0.48,0.09,7.39,62.36
2021,1,9,3.47,6.99,3.71,0.76,0.7,0.5,0.1,7.32,60.83
2021,1,10,3.25,5.8,3.62,1.14,0.65,0.46,0.09,6.95,57.45
2021,1,11,3.7,7.68,3.7,0.54,0.73,0.49,0.09,7.63,64.43
2021,1,12,2.49,2.05,3.62,1.73,0.49,0.4,0.08,5.77,44.27
2021,1,13,3.05,2.62,3.63,1.9,0.6,0.46,0.09,6.87,54.8
2021,1,14,3.75,7.97,3.73,0.53,0.73,0.52,0.1,7.79,65.95
2021,1,15,3.77,7.65,3.81,0.62,0.73,0.52,0.1,7.87,66.09
2021,1,16,3.57,6.62,3.72,0.91,0.69,0.52,0.1,7.82,64.76
2021,1,17,3.83,8.24,3.81,0.47,0.73,0.53,0.11,8.13,68.41
2021,1,18,3.88,8.2,3.85,0.5,0.74,0.55,0.11,8.25,69.02
2021,1,19,3.24,4.73,3.87,1.18,0.62,0.45,0.09,7.15,57.34
2021,1,20,3.48,6.33,3.78,0.79,0.66,0.47,0.09,7.58,62.66
2021,1,21,3.92,7.72,3.9,0.63,0.73,0.54,0.11,8.27,69.26
2021,1,22,2.95,4.06,3.92,1.1,0.55,0.47,0.09,6.68,52.41
2021,1,23,1.66,1.03,3.93,1.23,0.3,0.28,0.05,4.2,30.78
2021,1,24,3.78,6.71,4.02,0.82,0.69,0.52,0.1,8.05,66.45
2021,1,25,2.81,3.76,4.16,1.18,0.51,0.43,0.09,6.31,49.3
2021,1,26,4.09,8.03,4.23,0.63,0.73,0.52,0.1,8.61,71.43
2021,1,27,1.88,1.64,3.85,1.17,0.34,0.34,0.07,4.74,34.98
2021,1,28,2.57,2.23,4.06,1.5,0.45,0.48,0.1,6.36,47.45
2021,1,29,2.56,2.77,4.24,1.44,0.45,0.5,0.1,6.16,46.82
2021,1,30,4.25,8.24,4.24,0.57,0.73,0.69,0.14,9.22,76.38
2021,1,31,3.1,1.59,4.33,2.36,0.53,0.67,0.13,7.5,56.44
2021,2,1,2.54,1.35,4.1,1.91,0.43,0.63,0.12,6.35,47.19
2021,2,2,4.2,7.5,4.29,0.77,0.71,0.84,0.17,9.38,76.62
2021,2,3,3.9,4.94,4.48,1.4,0.66,0.77,0.16,8.78,69.63
2021,2,4,4.51,8.7,4.58,0.59,0.75,0.81,0.16,9.76,79.84
2021,2,5,4.66,9.12,4.67,0.51,0.77,0.75,0.15,9.91,81.49
2021,2,6,4.79,9.35,4.79,0.52,0.78,0.75,0.15,10.05,82.49
2021,2,7,4.63,8.42,4.64,0.59,0.75,0.73,0.15,9.96,81.77
2021,2,8,4.29,6.5,4.68,1.18,0.69,0.72,0.15,9.41,75.46
2021,2,9,3.15,2.43,4.49,1.97,0.5,0.63,0.12,7.41,56.79
2021,2,10,4.46,7.66,4.6,0.75,0.7,0.83,0.17,9.9,80.59
2021,2,11,4.27,4.92,4.7,1.68,0.66,0.89,0.18,9.77,77.16
2021,2,12,4.47,7.56,4.93,0.82,0.7,0.95,0.19,9.95,79.35
2021,2,13,4.01,3.59,4.89,2.16,0.62,0.86,0.17,9.36,72.02
2021,2,14,4.31,4.95,4.97,1.87,0.66,0.88,0.18,10.12,78.44
2021,2,15,3.5,1.76,4.81,2.61,0.52,0.88,0.17,8.7,64.98
2021,2,16,4.36,6.08,5.12,1.39,0.65,0.89,0.18,9.92,77.61
2021,2,17,5.09,9.16,5.32,0.78,0.75,1.05,0.21,11.14,89
2021,2,18,5.24,9.68,5.26,0.6,0.77,1.18,0.23,11.63,93.65
2021,2,19,5.19,9.43,5.19,0.59,0.76,1.2,0.24,11.62,93.72
2021,2,20,4.96,8.3,5.48,0.92,0.72,1.18,0.23,11.09,87.41
2021,2,21,5.53,10.29,5.53,0.53,0.79,1.15,0.23,12.08,97.03
2021,2,22,5.59,10.18,5.59,0.55,0.79,1,0.2,12.15,97.49
2021,2,23,5.31,8.96,5.38,0.69,0.74,1.05,0.21,11.94,95.61
2021,2,24,5.51,9.65,5.5,0.59,0.77,1.09,0.22,12.25,98.16
2021,2,25,5.72,10.04,5.78,0.71,0.79,1.14,0.23,12.47,99.43
2021,2,26,5.73,10.11,5.71,0.58,0.78,1.11,0.23,12.53,100.32
2021,2,27,5.6,9.49,5.7,0.71,0.76,1.02,0.2,12.24,98.05
2021,2,28,5.52,7.67,5.89,1.66,0.74,0.95,0.19,12.26,96.11
2021,3,1,5.94,10.32,5.98,0.64,0.79,0.99,0.2,12.9,102.96
2021,3,2,5.79,8.3,6.01,1.16,0.77,1.06,0.22,12.45,98.73
2021,3,3,2.53,1.45,5.59,1.89,0.34,0.6,0.12,6.74,48.32
2021,3,4,5.66,8.63,5.69,0.93,0.73,1.03,0.21,12.34,99.74
2021,3,5,5.81,8.78,5.93,1.03,0.75,1.34,0.27,12.8,101.91
2021,3,6,5.71,8.86,5.98,1,0.73,1.33,0.27,12.92,101.95
2021,3,7,3.75,1.4,5.98,2.96,0.48,1.07,0.21,9.59,69.24
2021,3,8,5.14,6.78,6.04,1.4,0.65,1.31,0.26,11.95,92.09
2021,3,9,5.57,7.51,6.26,1.37,0.7,1.35,0.27,12.86,99.27
2021,3,10,3.71,2.92,6.09,2.21,0.46,0.96,0.19,9.27,68.41
2021,3,11,4.05,3.23,6.02,2.25,0.5,0.94,0.19,9.9,74.05
2021,3,12,4.7,4.23,6.08,2.26,0.58,0.98,0.2,11.02,84.38
2021,3,13,6.18,9.07,6.22,1.01,0.75,1.19,0.24,13.7,109.12
2021,3,14,5.04,3.13,6.15,3.12,0.61,1.23,0.24,11.75,89.91
2021,3,15,3.96,3.8,6.51,1.9,0.48,1,0.2,9.74,71.9
2021,3,16,6.37,9.65,6.54,0.98,0.76,1.34,0.27,14.44,113.3
2021,3,17,5.79,7.14,6.49,1.69,0.68,1.52,0.3,13.42,103.59
2021,3,18,6.15,8.39,6.39,1.14,0.72,1.66,0.33,14.19,111.2
2021,3,19,6.19,8.44,6.43,1.26,0.72,1.71,0.34,14.84,114.88
2021,3,20,6.35,7.89,6.82,1.57,0.73,1.8,0.35,14.82,113.47
2021,3,21,6.53,9.12,6.8,1.24,0.75,1.59,0.32,14.77,115.4
2021,3,22,6.52,8.88,6.68,1.25,0.74,1.47,0.3,14.94,117.26
2021,3,23,5.78,6.76,6.72,1.74,0.66,1.24,0.25,13.21,102.14
2021,3,24,6.88,9.45,7.1,1.29,0.77,1.41,0.28,15.53,120.69
2021,3,25,3.98,3.13,6.75,2.21,0.45,0.98,0.2,9.88,72.48
2021,3,26,6.3,8.43,7.03,1.17,0.7,1.41,0.28,14.63,112.9
2021,3,27,7.15,10.65,7.19,0.76,0.79,1.66,0.34,16.2,126.54
2021,3,28,7.1,10.15,7.17,0.96,0.78,1.7,0.34,16.07,125.76
2021,3,29,7.1,10.17,7.17,0.92,0.77,1.77,0.35,16.21,126.55
2021,3,30,7.25,10.36,7.32,0.95,0.79,1.62,0.33,16.29,127.3
2021,3,31,7.36,10.68,7.48,0.9,0.79,1.66,0.34,16.71,129.74
2021,4,1,6.72,8.25,7.29,1.84,0.72,1.54,0.3,15.4,119.21
2021,4,2,7.16,10.21,7.19,0.85,0.77,1.75,0.35,16.55,129.45
2021,4,3,7.06,9.23,7.3,1.35,0.75,1.87,0.38,16.24,126.18
2021,4,4,6.95,8.43,7.21,1.49,0.73,1.97,0.39,16.43,126.77
2021,4,5,6.97,8.18,7.36,1.77,0.73,2.16,0.42,16.42,126.02
2021,4,6,6.96,8.46,7.3,1.46,0.73,2.26,0.44,16.44,126.61
2021,4,7,6.54,7.78,7.27,1.8,0.68,2.11,0.41,15.64,120.27
2021,4,8,7.31,9.5,7.53,1.04,0.75,2.15,0.42,17.13,131.8
2021,4,9,7.53,10.67,7.61,0.86,0.77,2.09,0.41,17.43,135.13
2021,4,10,7.36,9.42,7.63,1.34,0.75,2.14,0.42,17.15,132.16
2021,4,11,5.99,4.6,7.46,3.1,0.61,1.83,0.36,14.42,109.14
2021,4,12,7.13,8.62,7.55,1.42,0.72,2.02,0.4,16.76,128.81
2021,4,13,5.16,5.38,7.79,1.75,0.52,1.56,0.31,12.89,94.1
2021,4,14,6.62,6.84,7.97,2.28,0.66,1.84,0.37,15.77,117.73
2021,4,15,7.58,9.53,7.8,1.39,0.76,2.04,0.41,17.61,135.55
2021,4,16,7.71,10.32,7.79,1.02,0.77,2.15,0.42,17.73,137.73
2021,4,17,7.14,8.55,7.7,1.51,0.7,1.91,0.38,16.43,127.48
2021,4,18,7.96,11.13,8.17,1.09,0.78,-999,0.42,18.3,140.88
2021,4,19,7.95,11.03,7.98,0.92,0.78,2.05,0.41,18.28,141.78
2021,4,20,7.7,9.94,7.94,1.24,0.75,2.13,0.42,18.05,138.78
2021,4,21,5.56,5.04,7.91,2.3,0.54,1.56,0.31,13.57,101.12
2021,4,22,6.65,6.49,7.94,2.26,0.64,1.71,0.34,16.04,120.97
2021,4,23,6.78,7.6,8.05,1.73,0.65,1.79,0.36,16.62,124.55
2021,4,24,6.99,8.09,7.97,1.67,0.67,1.88,0.38,16.95,128.23
2021,4,25,5.49,3.23,7.92,3.5,0.52,1.6,0.32,14.06,102.68
2021,4,26,5.8,4.78,8.12,2.65,0.55,1.52,0.3,14.51,106.41
2021,4,27,7.22,8.49,8.16,1.92,0.69,1.59,0.32,17.3,131.69
2021,4,28,8.38,12.08,8.46,0.72,0.79,1.97,0.4,19.57,150
2021,4,29,8.21,10.89,8.34,1.21,0.77,2.4,0.48,19.12,147.34
2021,4,30,8.08,10.29,8.18,1.03,0.76,2.58,0.5,19.24,147.6
2021,5,1,6.89,4.27,8.15,4.13,0.65,2.22,0.44,16.64,125.65
2021,5,2,8.14,10.71,8.34,1.07,0.76,2.45,0.48,19.42,147.95
2021,5,3,8.4,11.59,8.43,0.84,0.78,2.37,0.47,19.87,152.12
2021,5,4,8.29,11.13,8.38,0.96,0.77,2.41,0.48,19.38,149.19
2021,5,5,8.2,10.75,8.27,1.02,0.76,2.34,0.46,19.22,148.56
2021,5,6,7.87,10,8.21,1.14,0.73,2.27,0.45,18.81,144.45
2021,5,7,7.94,9.97,8.39,1.25,0.73,2.35,0.47,19.08,145.05
2021,5,8,8.22,10.43,8.32,1.16,0.75,2.32,0.46,19.45,149.71
2021,5,9,7.88,9.52,8.29,1.45,0.72,2.26,0.45,18.7,143.72
2021,5,10,7.05,7.9,8.18,1.69,0.64,2,0.4,17.05,129.97
2021,5,11,8.15,10.11,8.53,1.2,0.74,2.23,0.45,19.02,145.8
2021,5,12,8.09,10.13,8.36,1.12,0.73,2.23,0.45,19.11,147.21
2021,5,13,7.79,9.41,8.36,1.34,0.7,2.22,0.44,18.42,141.7
2021,5,14,7.85,9.61,8.41,1.2,0.71,2.34,0.46,18.81,143.8
2021,5,15,7.05,7.3,8.58,1.98,0.63,2.05,0.41,17.24,128.69
2021,5,16,5.17,4.08,8.25,2.33,0.47,1.46,0.29,13.12,96.73
2021,5,17,7.27,7.81,8.23,1.73,0.65,1.93,0.38,17.72,135.05
2021,5,18,8.34,10.26,8.61,1.22,0.75,2.38,0.48,19.96,152.24
2021,5,19,8.54,11.16,8.71,1.04,0.77,2.48,0.49,20.58,156.47
2021,5,20,8.29,10.27,8.96,1.58,0.74,2.41,0.48,20.02,150.24
2021,5,21,7.85,8.83,8.8,1.97,0.7,2.03,0.41,18.31,139.68
2021,5,22,8.15,9.4,8.59,1.71,0.73,1.9,0.38,19.28,147.95
2021,5,23,8.6,11.14,8.66,0.98,0.77,2.05,0.41,20.43,157.01
2021,5,24,8.59,10.97,8.66,1.06,0.76,2.26,0.45,20.2,155.84
2021,5,25,7.42,6.35,8.64,3.03,0.66,2.24,0.45,18.22,137
2021,5,26,8.55,10.87,8.68,0.99,0.76,2.55,0.5,20.45,156.55
2021,5,27,8.47,10.65,8.67,1.11,0.75,2.38,0.48,20.12,154.54
2021,5,28,8.32,10.08,8.58,1.44,0.73,2.45,0.48,19.92,153.12
2021,5,29,7.84,9.27,8.45,1.47,0.69,2.38,0.47,19.05,146.03
2021,5,30,8.09,9.54,8.43,1.32,0.71,2.3,0.45,19.3,148.93
2021,5,31,7.68,8.88,8.35,1.38,0.67,2.09,0.41,18.44,142.35
2021,6,1,7.88,7.97,8.58,2.24,0.69,2.12,0.42,18.73,143.92
2021,6,2,8.28,9.95,8.51,1.34,0.73,2.24,0.45,19.54,151.45
2021,6,3,8.51,10.58,8.64,1.15,0.74,2.4,0.48,20.44,156.85
2021,6,4,8.65,11.11,8.74,1.04,0.76,2.47,0.49,20.66,158.77
2021,6,5,8.47,10.1,8.8,1.73,0.74,2.6,0.52,20.77,157.59
2021,6,6,8.49,10.65,8.8,1.11,0.74,2.62,0.52,20.96,158.37
2021,6,7,4.56,3.46,8.49,2.11,0.4,1.5,0.3,12.2,88.62
2021,6,8,8.63,10.66,8.98,1.3,0.75,2.61,0.52,21.19,159.49
2021,6,9,8.85,11.35,9.04,0.98,0.77,2.85,0.55,21.4,162.05
2021,6,10,9.06,12.4,9.15,0.76,0.79,2.9,0.57,21.78,165.22
2021,6,11,8.77,11.73,8.84,0.79,0.77,2.8,0.55,21.16,161.84
2021,6,12,8.76,11.67,8.82,0.79,0.76,2.82,0.55,21.08,161.55
2021,6,13,8.66,11.45,8.75,0.84,0.75,2.77,0.54,21.05,161.24
2021,6,14,8.7,11.27,8.78,0.96,0.76,2.78,0.55,21.17,161.68
2021,6,15,7.65,6.53,8.43,2.88,0.66,2.51,0.49,18.77,143.23
2021,6,16,7.44,6.1,8.1,2.68,0.65,2.42,0.48,17.99,139.45
2021,6,17,7.56,7.65,8.15,2.18,0.66,2.48,0.48,18.27,142.14
2021,6,18,6.96,5.85,8.28,2.86,0.6,2.37,0.46,17.27,131.38
2021,6,19,8.22,9.55,8.51,1.5,0.71,2.7,0.52,20.12,154.06
2021,6,20,8.73,11.08,8.85,1.11,0.76,2.84,0.55,20.98,160.38
2021,6,21,8.77,11.19,8.94,1.02,0.76,2.95,0.57,21.38,162.01
2021,6,22,8.64,10.62,8.79,1.19,0.75,2.88,0.56,21.15,160.78
2021,6,23,8.3,9.68,8.54,1.63,0.72,2.69,0.52,20.47,156.44
2021,6,24,8.89,11.68,8.99,0.9,0.77,2.8,0.55,21.37,162.77
2021,6,25,8.92,12,8.99,0.77,0.77,2.88,0.56,21.44,163.34
2021,6,26,8.52,10.89,8.6,1.01,0.74,2.8,0.55,20.97,160.34
2021,6,27,8.38,10.03,8.64,1.49,0.73,2.69,0.52,20.21,154.98
2021,6,28,7.79,8.21,8.39,1.83,0.68,2.44,0.48,18.98,145.6
2021,6,29,6.74,4.57,8.08,3.47,0.59,2.1,0.41,16.43,125.96
2021,6,30,8.36,9.97,8.52,1.35,0.73,2.55,0.5,20.16,155.05
2021,7,1,8.7,11.39,8.77,0.85,0.76,2.72,0.53,21.27,161.88
2021,7,2,8.64,10.85,8.85,1.1,0.76,2.72,0.53,21.01,159.45
2021,7,3,8.51,10.66,8.67,1.13,0.74,2.68,0.52,20.72,158.27
2021,7,4,8.68,11.39,8.76,0.92,0.76,2.79,0.55,20.95,160.12
2021,7,5,8.63,11.23,8.72,0.93,0.76,2.78,0.55,20.93,159.78
2021,7,6,8.29,10.48,8.37,1.06,0.73,2.71,0.53,20.37,156.66
2021,7,7,8.19,10.39,8.31,1.07,0.72,2.73,0.53,20.34,156.04
2021,7,8,6.69,6.05,8.29,2.79,0.59,2.32,0.46,17.23,128.85
2021,7,9,7.77,9.03,8.16,1.67,0.68,2.52,0.49,19.16,147.95
2021,7,10,7.47,8.12,8,1.91,0.66,2.47,0.48,18.82,144.45
2021,7,11,7.78,8.93,7.88,1.45,0.69,2.48,0.48,18.93,147.95
2021,7,12,7.87,9.06,7.94,1.42,0.7,2.46,0.48,18.95,148.12
2021,7,13,5.91,4.93,7.78,2.54,0.52,1.87,0.37,14.7,112.72
2021,7,14,7.33,7.85,7.88,1.75,0.65,2.23,0.44,17.85,138.78
2021,7,15,8.04,9.27,8.1,1.43,0.71,2.56,0.5,19.65,151.59
2021,7,16,8.05,9.46,8.23,1.38,0.72,2.68,0.52,19.86,151.84
2021,7,17,8.13,9.94,8.18,1.19,0.73,2.72,0.53,20.16,154.52
2021,7,18,6.42,5.51,7.91,2.34,0.57,2.27,0.45,16.65,124.77
